name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Ceremonial Pike	aspe	2han	am9	pik	am9	100		3	1	0	xxx						1	63	152			4	20	160	100	115	98	25		51	1	38	6369	352819		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Ceremonial Javelin	ajav		ama	pil	ama	100		3	1	0	xxx			27	53					27	81	2	-10	160	100	25	109	6		35	1	26	444	35540		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
Heavenly Stone	orb		obb	ob1	obb	100		2	1	0	xxx			32	69								-10	200				20		59	1	44	21051	1274009	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Eldritch Orb	orb		obc	ob1	obc	100		3	1	0	xxx			27	75								-10	200				30		67	1	50	19367	1333589	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Demon Heart	orb		obd	ob3	obd	100		3	1	0	xxx			35	83									200				35		75	1	56	22094	1697050	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Vortex Orb	orb		obe	ob4	obe	100		4	1	0	xxx			18	99									200				40		84	1	63	25207	2161888	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Dimensional Shard	orb		obf	ob4	obf	100		5	1	0	xxx			45	80								10	200				50		85	1	66	20065	1750525	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Matriarchal Bow	abow		amb	am1	amb	100		3	1	0	xxx						1	30	54				-10		200	87	187	48	1	53	1	39	23700	1285100		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Grand Matron Bow	abow		amc	am2	amc	100		3	1	0	xxx						1	21	82				10		200	108	152	55	1	78	1	58	33375	2644750		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Matriarchal Spear	aspe	2han	amd	am3	amd	100		3	1	0	xxx						1	98	143			4		160	100	114	142	28		61	1	45	16248	1024128		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Matriarchal Pike	aspe	2han	ame	pik	ame	100		3	1	0	xxx						1	56	230			4	20	160	100	132	149	25		81	1	60	19407	1614967		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0	
Matriarchal Javelin	ajav		amf	pil	amf	100		3	1	0	xxx			45	81					53	99	2	-10	160	100	107	151	6		65	1	48	302	54630		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	
